aX,aY,aZ,gX,gY,gZ
-0.225,-1.313,-2.167,48.523,6.836,12.634
-0.234,-1.200,-2.286,71.106,22.034,8.362
-0.218,-1.082,-2.362,91.309,40.955,1.709
-0.192,-0.976,-2.377,105.591,60.364,-3.784
-0.188,-0.893,-2.347,109.619,79.102,-6.226
-0.199,-0.799,-2.323,104.065,96.619,-8.179
-0.223,-0.737,-2.268,93.933,112.671,-12.329
-0.258,-0.670,-2.192,79.773,127.380,-16.235
-0.272,-0.566,-2.131,63.965,141.052,-19.592
-0.284,-0.448,-2.113,53.833,151.245,-22.705
-0.300,-0.334,-2.163,50.354,159.668,-23.132
-0.305,-0.274,-2.255,52.429,170.959,-20.691
-0.302,-0.263,-2.334,55.725,189.575,-15.320
-0.267,-0.269,-2.329,56.580,217.041,-9.399
-0.235,-0.292,-2.198,52.246,248.779,-4.883
-0.229,-0.302,-2.026,39.856,280.212,-2.686
-0.247,-0.270,-1.857,21.973,310.425,-5.310
-0.201,-0.201,-1.608,1.587,339.783,-12.817
-0.179,-0.108,-1.325,-19.409,367.065,-16.785
-0.086,0.003,-1.023,-34.668,390.564,-17.578
0.088,0.097,-0.655,-41.687,409.973,-14.709
0.159,0.136,-0.258,-44.312,418.518,-2.808
0.175,0.117,0.046,-47.546,415.466,14.038
0.264,0.056,0.291,-49.377,404.480,28.503
0.404,-0.017,0.538,-52.490,389.282,37.903
0.509,-0.095,0.775,-56.213,368.591,42.664
0.647,-0.177,0.972,-58.167,339.722,45.532
0.771,-0.331,1.138,-55.969,299.744,52.490
0.875,-0.580,1.277,-50.659,245.972,60.852
0.996,-0.671,1.248,-49.316,179.871,62.195
1.001,-0.752,1.106,-39.490,106.873,68.726
1.010,-0.832,0.846,-16.663,35.706,77.637
1.037,-0.978,0.472,18.250,-21.973,76.355
1.090,-1.099,0.085,64.331,-58.899,62.622
1.040,-1.151,-0.252,111.084,-82.825,39.673
0.905,-1.118,-0.544,142.517,-97.656,10.254
0.753,-1.002,-0.767,150.452,-103.699,-19.104
0.594,-0.839,-0.842,137.634,-102.295,-40.771
0.377,-0.650,-0.819,112.732,-98.450,-49.927
0.150,-0.457,-0.778,86.365,-91.675,-49.561
-0.050,-0.276,-0.804,67.566,-82.214,-42.358
-0.204,-0.181,-0.879,58.777,-68.176,-32.104
-0.278,-0.202,-0.926,53.528,-50.842,-23.865
-0.347,-0.246,-0.928,41.321,-38.940,-19.897
-0.405,-0.257,-0.946,19.104,-34.729,-17.883
-0.457,-0.260,-0.952,-6.042,-33.875,-15.137
-0.518,-0.280,-0.958,-27.649,-32.349,-10.620
-0.578,-0.289,-0.978,-42.053,-27.649,-7.507
-0.622,-0.275,-0.983,-48.035,-20.081,-7.019
-0.660,-0.277,-0.956,-45.715,-11.475,-5.493
-0.688,-0.306,-0.929,-39.001,-4.395,-2.258
-0.694,-0.356,-0.908,-30.884,0.244,1.709
-0.657,-0.423,-0.875,-21.667,3.235,4.333
-0.626,-0.493,-0.841,-13.855,2.563,5.737
-0.603,-0.539,-0.816,-9.766,-1.587,6.226
-0.566,-0.582,-0.798,-7.996,-7.507,5.859
-0.520,-0.631,-0.808,-7.690,-14.099,5.249
-0.477,-0.670,-0.821,-7.629,-19.470,4.028
-0.446,-0.688,-0.829,-8.423,-22.095,1.953
-0.442,-0.698,-0.833,-10.010,-23.743,-0.549
-0.433,-0.712,-0.849,-9.949,-24.414,-3.113
-0.837,-0.622,-1.403,19.348,-121.033,-122.070
-0.815,-0.627,-1.537,24.963,-96.497,-128.357
-0.832,-0.583,-1.640,22.949,-69.153,-131.897
-0.814,-0.532,-1.655,21.179,-40.833,-136.108
-0.778,-0.461,-1.632,20.142,-15.137,-139.099
-0.778,-0.428,-1.585,20.081,3.174,-137.878
-0.752,-0.435,-1.560,18.372,16.907,-135.254
-0.715,-0.430,-1.541,13.733,27.954,-133.362
-0.688,-0.413,-1.514,7.568,36.438,-131.958
-0.669,-0.418,-1.499,-0.732,44.556,-130.981
-0.624,-0.419,-1.458,-11.902,55.908,-130.920
-0.571,-0.395,-1.385,-27.588,70.068,-131.226
-0.529,-0.347,-1.263,-44.556,84.351,-132.080
-0.485,-0.275,-1.104,-61.096,96.252,-132.812
-0.440,-0.167,-0.951,-77.148,103.455,-132.324
-0.398,-0.021,-0.838,-89.539,105.408,-130.493
-0.368,0.100,-0.733,-92.163,103.333,-126.709
-0.339,0.203,-0.648,-87.524,98.999,-117.859
-0.285,0.302,-0.574,-81.970,94.788,-106.750
-0.210,0.380,-0.497,-77.087,90.271,-95.764
-0.120,0.475,-0.418,-74.341,85.632,-83.191
-0.012,0.599,-0.344,-74.036,81.177,-70.313
0.112,0.756,-0.261,-74.951,74.402,-56.580
0.246,0.919,-0.157,-76.782,64.270,-40.283
0.339,1.064,-0.032,-78.857,48.950,-17.090
0.450,1.187,0.087,-81.909,29.175,14.465
0.596,1.280,0.213,-81.482,-0.061,53.223
0.746,1.339,0.303,-74.829,-44.983,97.900
0.910,1.380,0.299,-61.462,-102.417,146.790
1.082,1.335,0.228,-42.175,-166.443,199.646
1.245,1.241,0.114,-21.240,-230.835,248.901
1.394,1.126,-0.048,-7.629,-286.987,291.260
1.474,0.976,-0.245,-1.709,-331.299,326.477
1.539,0.782,-0.436,1.282,-354.858,352.234
1.602,0.329,-0.610,0.305,-355.103,369.446
1.513,-0.186,-0.964,-5.432,-325.012,370.972
1.291,-0.545,-1.271,-1.465,-266.907,349.548
1.112,-0.799,-1.385,13.855,-193.970,311.462
1.125,-1.003,-1.338,23.987,-119.141,276.184
1.112,-1.138,-1.174,22.888,-59.509,255.493
1.101,-1.332,-0.999,19.653,-26.611,243.286
1.102,-1.509,-0.896,9.705,-23.621,234.009
1.034,-1.753,-0.875,-12.207,-41.077,230.286
0.888,-2.062,-0.943,-45.410,-63.293,229.614
0.738,-2.319,-1.041,-83.008,-78.186,222.656
0.597,-2.500,-1.139,-114.441,-81.116,206.177
0.455,-2.549,-1.226,-134.583,-71.472,182.983
0.323,-2.454,-1.256,-140.015,-48.828,159.363
0.249,-2.332,-1.174,-124.512,-20.447,140.259
0.240,-2.226,-1.063,-94.666,3.113,123.413
0.219,-2.169,-0.997,-63.232,12.024,111.145
0.096,-2.091,-0.928,-41.931,7.751,103.760
0.008,-2.232,-1.001,-35.767,-4.639,91.797
0.091,-2.136,-1.151,-44.678,-5.859,70.984
-0.120,-1.983,-1.180,-45.410,-13.855,59.204
-0.178,-1.833,-1.178,-38.025,-13.550,48.523
-0.177,-1.728,-1.172,-18.921,-9.399,34.912
-0.202,-1.609,-1.206,4.456,-8.972,26.184
-0.240,-1.502,-1.301,28.442,-8.301,22.827
-0.220,-1.444,-1.422,52.002,-4.700,19.836
-0.220,-1.429,-1.514,71.289,-1.099,15.625
-0.194,-1.397,-1.573,81.970,4.395,11.414
-0.151,-1.355,-1.637,86.548,11.658,6.348
-0.143,-1.327,-1.725,90.881,19.653,-0.671
-0.141,-1.285,-1.798,95.337,29.724,-10.132
-0.105,-1.207,-1.847,96.069,42.969,-20.447
-0.074,-1.128,-1.889,95.764,55.603,-28.015
-0.073,-1.077,-1.913,96.619,66.284,-32.104
-0.075,-1.035,-1.940,96.191,77.454,-34.424
-0.079,-1.018,-1.976,93.994,88.257,-37.415
-0.066,-1.005,-2.036,89.783,99.243,-40.466
-0.064,-0.990,-2.118,84.534,112.305,-44.312
-0.097,-0.967,-2.168,78.735,127.258,-48.157
-0.110,-0.913,-2.174,71.655,146.667,-51.514
-0.114,-0.851,-2.148,66.345,167.908,-55.542
-0.148,-0.815,-2.096,62.622,187.500,-58.533
-0.191,-0.757,-2.039,55.908,205.994,-59.692
-0.230,-0.654,-2.057,46.692,226.929,-61.890
-0.272,-0.554,-2.063,45.166,251.892,-68.726
-0.301,-0.467,-1.981,49.805,282.959,-76.233
-0.267,-0.355,-1.789,51.758,316.467,-80.444
-0.174,-0.228,-1.529,49.622,346.558,-81.421
-0.136,-0.090,-1.237,41.626,369.385,-78.247
-0.080,0.077,-0.945,28.137,386.475,-72.388
0.002,0.266,-0.619,14.404,398.743,-66.223
0.087,0.424,-0.315,1.221,407.166,-57.129
0.259,0.542,-0.051,-6.897,408.875,-42.847
0.481,0.480,0.197,-10.925,406.738,-21.851
0.840,0.128,0.575,-11.169,397.827,-3.601
1.150,-0.203,1.012,-21.118,364.685,7.568
1.325,-0.299,1.354,-41.687,302.124,19.897
1.444,-0.358,1.524,-44.434,221.619,34.546
1.563,-0.483,1.532,-10.376,141.235,46.997
1.585,-0.700,1.354,57.800,67.810,51.636
1.560,-1.057,1.062,132.629,6.165,41.809
1.423,-1.275,0.639,176.331,-42.542,20.386
1.272,-1.177,0.105,177.490,-76.294,-7.874
1.041,-0.954,-0.265,155.212,-88.928,-27.649
0.720,-0.615,-0.546,130.432,-84.167,-35.522
0.447,-0.305,-0.739,114.746,-73.242,-43.030
0.164,-0.089,-0.902,105.286,-66.833,-47.302
-0.087,-0.003,-1.013,93.994,-63.660,-44.006
-0.277,-0.003,-1.065,74.219,-60.974,-33.997
-0.438,-0.001,-1.098,44.250,-58.594,-22.400
-0.540,0.009,-1.123,11.658,-52.856,-12.268
-0.552,-0.015,-1.094,-13.489,-44.373,-3.113
-0.578,-0.053,-1.032,-30.640,-38.818,6.348
-0.622,-0.082,-1.005,-43.762,-35.828,15.869
-0.627,-0.171,-0.992,-52.246,-31.372,24.414
-0.632,-0.289,-0.988,-56.335,-25.146,29.907
-0.638,-0.370,-0.985,-56.396,-17.029,30.701
-0.649,-0.432,-0.973,-50.598,-9.399,28.137
-0.642,-0.495,-0.948,-42.908,-3.784,24.231
-0.638,-0.557,-0.941,-36.682,-0.793,22.156
-0.619,-0.614,-0.946,-32.776,-0.549,21.301
-0.591,-0.676,-0.951,-29.541,-1.404,20.813
-0.566,-0.727,-0.955,-26.428,-2.319,21.423
-0.558,-0.768,-0.960,-23.254,-3.601,21.851
-0.544,-0.804,-0.962,-19.531,-5.371,21.301
-0.879,-0.325,-1.322,-32.349,-41.809,-148.071
-0.841,-0.297,-1.338,-36.804,-23.743,-149.170
-0.791,-0.232,-1.324,-44.006,-7.507,-149.414
-0.795,-0.108,-1.327,-48.157,3.235,-147.339
-0.838,-0.067,-1.313,-46.448,10.925,-138.977
-0.802,-0.053,-1.300,-41.626,17.029,-130.310
-0.782,-0.050,-1.283,-38.330,17.029,-125.549
-0.769,-0.061,-1.284,-40.527,16.418,-119.507
-0.727,-0.056,-1.265,-49.500,18.677,-113.342
-0.693,-0.056,-1.207,-59.998,21.851,-106.995
-0.644,-0.050,-1.130,-70.801,26.611,-100.952
-0.578,0.004,-1.076,-81.299,32.654,-95.459
-0.518,0.084,-1.046,-85.205,37.720,-90.210
-0.479,0.150,-0.993,-79.834,41.809,-83.252
-0.388,0.202,-0.930,-70.313,46.997,-75.195
-0.283,0.249,-0.862,-61.768,52.612,-65.674
-0.194,0.288,-0.775,-55.664,55.420,-54.749
-0.084,0.352,-0.676,-54.321,55.969,-42.664
0.038,0.453,-0.583,-57.617,53.650,-29.236
0.177,0.586,-0.499,-63.049,48.767,-15.076
0.304,0.725,-0.398,-67.871,41.626,1.404
0.438,0.856,-0.298,-71.960,33.630,22.522
0.582,0.975,-0.201,-72.083,23.621,48.157
0.742,1.063,-0.095,-63.110,8.179,77.515
0.888,1.083,-0.025,-47.241,-14.832,109.924
1.032,1.010,-0.001,-28.137,-46.631,144.836
1.169,0.895,0.001,-11.902,-84.656,178.711
1.254,0.789,-0.009,-3.357,-126.099,208.679
1.315,0.714,-0.024,-1.099,-167.908,235.168
1.354,0.632,-0.041,-3.418,-205.750,259.827
1.333,0.421,-0.134,-10.132,-233.704,283.508
1.337,0.162,-0.363,-22.705,-239.197,298.828
1.307,-0.119,-0.534,-32.898,-220.703,302.734
1.214,-0.433,-0.599,-32.715,-187.744,298.645
1.163,-0.692,-0.618,-27.283,-149.292,286.621
1.011,-0.847,-0.625,-14.709,-115.479,272.522
0.921,-1.039,-0.658,5.859,-89.539,259.155
0.818,-1.274,-0.666,23.804,-75.256,247.559
0.672,-1.480,-0.722,18.433,-73.547,241.333
0.620,-1.685,-0.847,-9.521,-75.684,237.854
0.544,-1.933,-1.000,-44.861,-78.308,235.291
0.439,-2.212,-1.156,-76.538,-78.979,229.309
0.350,-2.445,-1.296,-98.755,-73.181,215.820
0.270,-2.639,-1.388,-110.107,-61.523,196.777
0.175,-2.776,-1.429,-110.291,-45.227,176.147
0.086,-2.853,-1.410,-99.976,-28.381,153.625
0.023,-2.861,-1.378,-84.290,-13.367,129.700
-0.038,-2.830,-1.373,-66.711,-3.845,106.873
-0.195,-2.680,-1.383,-49.072,1.404,86.548
-0.263,-2.707,-1.321,-32.715,0.732,65.918
-0.228,-2.523,-1.467,-30.579,8.911,37.048
-0.361,-2.270,-1.507,-25.574,16.113,17.517
-0.405,-2.056,-1.471,-14.160,23.926,5.981
-0.422,-1.923,-1.451,5.066,29.236,-8.057
-0.423,-1.783,-1.434,26.123,30.823,-22.583
-0.454,-1.633,-1.451,42.542,33.691,-31.250
-0.452,-1.517,-1.479,55.420,39.612,-36.743
-0.433,-1.443,-1.475,68.115,45.532,-43.213
-0.433,-1.349,-1.455,77.271,49.805,-49.744
-0.441,-1.234,-1.439,82.581,52.490,-55.847
-0.448,-1.120,-1.434,86.243,55.054,-60.608
-0.457,-1.001,-1.477,91.248,58.655,-63.599
-0.466,-0.899,-1.554,100.891,63.599,-65.979
-0.496,-0.828,-1.635,113.708,69.397,-66.650
-0.530,-0.764,-1.703,124.512,78.064,-65.796
-0.547,-0.747,-1.742,132.935,88.379,-64.331
-0.565,-0.746,-1.754,137.268,99.426,-62.744
-0.574,-0.680,-1.800,136.475,110.901,-62.134
-0.569,-0.551,-1.918,137.634,119.873,-62.439
-0.589,-0.449,-2.085,146.362,125.732,-59.998
-0.620,-0.418,-2.229,160.522,133.301,-52.185
-0.656,-0.479,-2.253,171.997,147.888,-41.992
-0.708,-0.585,-2.086,168.762,166.138,-31.128
-0.758,-0.618,-1.922,146.667,182.007,-20.691
-0.733,-0.542,-1.747,122.803,194.763,-16.113
-0.690,-0.437,-1.604,106.873,198.364,-16.846
-0.641,-0.325,-1.526,95.886,201.416,-16.479
-0.518,-0.220,-1.422,84.717,211.060,-14.954
-0.344,-0.138,-1.236,71.716,226.562,-10.010
-0.199,-0.050,-0.995,56.335,243.164,0.671
-0.059,0.016,-0.749,41.748,256.714,13.428
0.101,0.034,-0.501,29.175,266.418,25.208
0.274,0.020,-0.236,17.700,268.799,37.048
0.417,0.026,-0.029,4.211,259.949,48.401
0.556,0.042,0.125,-9.033,241.333,60.059
0.683,0.044,0.249,-20.569,217.346,76.599
0.758,-0.008,0.381,-26.611,191.589,98.389
0.815,-0.103,0.507,-26.123,162.048,121.094
0.895,-0.239,0.616,-21.362,129.028,138.611
0.985,-0.420,0.673,-16.541,93.384,149.048
1.055,-0.670,0.685,-9.705,59.143,147.339
1.167,-0.855,0.603,0.122,25.391,126.282
1.143,-0.912,0.490,11.169,-5.859,95.947
1.059,-0.931,0.352,22.705,-33.386,70.679
1.004,-0.914,0.139,31.006,-53.528,49.194
0.933,-0.836,-0.099,40.344,-66.223,31.250
0.821,-0.739,-0.311,53.284,-70.618,17.517
0.691,-0.656,-0.484,66.772,-70.129,8.240
0.514,-0.589,-0.630,78.552,-70.435,0.488
0.349,-0.535,-0.746,87.036,-70.251,-8.057
0.229,-0.511,-0.789,91.003,-68.665,-17.456
0.101,-0.489,-0.836,85.510,-66.162,-23.437
0.007,-0.444,-0.890,70.740,-61.279,-27.222
-0.049,-0.377,-0.944,51.819,-52.673,-28.992
-0.119,-0.318,-1.003,34.363,-43.396,-28.503
-0.195,-0.289,-1.049,21.729,-34.058,-26.855
-0.251,-0.313,-1.064,11.780,-24.048,-24.963
-0.302,-0.365,-1.054,1.831,-17.090,-22.888
-0.327,-0.412,-1.052,-9.155,-13.672,-22.034
-0.362,-0.444,-1.044,-19.653,-12.634,-22.888
-0.398,-0.447,-1.049,-28.809,-12.817,-24.780
-0.424,-0.426,-1.075,-34.912,-11.963,-25.818
-0.438,-0.417,-1.099,-36.316,-9.399,-24.963
-0.464,-0.434,-1.092,-32.715,-4.761,-22.339
-0.471,-0.474,-1.050,-26.001,0.305,-19.165
-0.454,-0.506,-1.010,-21.057,3.113,-16.541
-0.448,-0.538,-0.992,-16.479,3.479,-15.320
-0.431,-0.565,-0.983,-10.803,3.784,-15.015
-0.371,-0.591,-0.971,-5.005,4.639,-15.442
-0.937,-0.560,-1.066,-34.973,-93.628,-137.817
-0.957,-0.492,-1.228,-17.639,-89.661,-142.395
-0.961,-0.453,-1.372,1.404,-77.087,-146.118
-0.942,-0.401,-1.487,16.479,-56.458,-150.208
-0.940,-0.364,-1.527,24.475,-33.630,-154.663
-0.917,-0.320,-1.522,23.132,-10.498,-158.691
-0.871,-0.262,-1.447,13.184,9.338,-162.415
-0.849,-0.177,-1.338,-2.014,23.743,-164.124
-0.829,-0.076,-1.235,-19.958,32.104,-162.537
-0.818,0.025,-1.164,-36.682,35.767,-157.959
-0.828,0.101,-1.123,-49.011,36.987,-150.513
-0.799,0.136,-1.087,-56.335,40.894,-141.663
-0.735,0.164,-1.020,-62.683,47.485,-133.118
-0.683,0.197,-0.944,-69.031,53.406,-125.732
-0.623,0.245,-0.867,-74.280,57.983,-119.263
-0.580,0.313,-0.800,-78.857,61.523,-112.305
-0.530,0.385,-0.728,-82.092,65.063,-103.760
-0.454,0.459,-0.667,-81.360,69.336,-93.567
-0.357,0.509,-0.595,-76.477,71.960,-81.970
-0.271,0.560,-0.538,-70.618,71.289,-68.542
-0.177,0.612,-0.480,-63.660,67.261,-53.284
-0.065,0.660,-0.425,-57.129,60.486,-37.231
0.074,0.738,-0.383,-53.040,51.941,-20.142
0.205,0.829,-0.348,-49.438,41.199,-1.953
0.323,0.892,-0.287,-44.434,25.574,20.264
0.464,0.925,-0.214,-40.955,5.127,47.546
0.591,0.916,-0.140,-40.710,-20.569,79.224
0.708,0.889,-0.066,-43.457,-51.270,112.183
0.867,0.859,0.013,-49.377,-87.891,143.860
0.995,0.829,0.110,-57.007,-133.850,175.781
1.088,0.796,0.166,-64.270,-189.575,209.045
1.153,0.765,0.168,-70.557,-246.948,242.615
1.181,0.711,0.115,-73.730,-299.683,275.146
1.193,0.606,0.021,-73.608,-338.989,305.542
1.176,0.392,-0.161,-69.214,-353.027,330.688
1.114,0.131,-0.469,-56.213,-335.144,343.933
0.974,-0.205,-0.728,-23.499,-293.457,339.539
0.849,-0.535,-0.937,16.541,-234.314,316.895
0.826,-0.800,-1.008,42.908,-172.119,287.170
0.798,-1.050,-0.901,46.143,-122.437,265.198
0.743,-1.247,-0.763,26.489,-94.727,252.380
0.692,-1.423,-0.711,-10.010,-90.454,242.493
0.652,-1.619,-0.810,-48.401,-104.309,232.117
0.644,-1.822,-1.061,-80.872,-120.422,222.168
0.594,-2.060,-1.332,-98.206,-127.808,210.632
0.517,-2.280,-1.597,-103.760,-121.338,197.327
0.440,-2.435,-1.825,-102.478,-100.342,181.152
0.418,-2.559,-1.879,-93.933,-70.251,159.729
0.344,-2.583,-1.821,-85.205,-38.025,136.902
0.270,-2.518,-1.697,-77.881,-11.353,114.441
0.214,-2.400,-1.577,-69.519,5.005,93.079
0.136,-2.244,-1.510,-58.044,11.169,74.707
0.123,-2.073,-1.533,-43.762,10.925,60.547
-0.033,-1.945,-1.473,-26.367,8.667,52.185
-0.113,-1.859,-1.557,-12.634,7.996,40.039
-0.118,-1.636,-1.678,-1.160,17.273,28.748
-0.168,-1.467,-1.688,17.700,22.827,21.606
-0.170,-1.311,-1.693,38.635,28.259,14.893
-0.167,-1.183,-1.734,59.570,32.043,9.216
-0.172,-1.097,-1.817,76.782,35.645,6.531
-0.163,-1.057,-1.859,87.524,42.358,4.578
-0.154,-0.995,-1.847,91.919,51.331,0.732
-0.138,-0.892,-1.831,92.285,59.082,-4.395
-0.143,-0.770,-1.853,90.759,62.622,-9.399
-0.154,-0.654,-1.925,87.036,63.110,-10.925
-0.188,-0.606,-2.023,83.252,63.721,-8.118
-0.227,-0.582,-2.154,79.956,67.993,-3.052
-0.241,-0.549,-2.285,78.247,77.271,1.038
-0.226,-0.491,-2.402,78.491,89.844,4.883
-0.211,-0.444,-2.507,79.834,104.126,11.597
-0.224,-0.462,-2.607,82.520,121.643,21.545
-0.175,-0.459,-2.667,84.961,145.081,29.602
-0.157,-0.503,-2.665,82.886,171.509,34.790
-0.174,-0.544,-2.577,73.547,200.134,38.025
-0.180,-0.567,-2.450,53.223,231.506,36.804
-0.160,-0.556,-2.308,25.696,265.930,31.189
-0.131,-0.522,-2.077,-0.610,303.772,20.569
-0.039,-0.463,-1.714,-24.353,342.102,6.470
0.069,-0.353,-1.277,-52.063,372.498,-5.798
0.201,-0.184,-0.838,-85.205,391.541,-15.625
0.278,0.013,-0.410,-119.263,399.231,-20.447
0.336,0.226,-0.032,-147.278,402.466,-17.822
0.492,0.416,0.265,-158.997,410.828,-10.559
0.780,0.440,0.650,-138.550,423.401,-2.930
1.118,0.260,1.153,-102.905,427.795,10.010
1.425,-0.050,1.751,-81.177,406.982,34.119
1.615,-0.377,2.288,-87.708,342.224,61.401
1.583,-0.679,2.594,-114.807,235.046,77.271
1.602,-0.621,2.519,-151.855,109.619,72.998
1.601,-0.327,2.088,-161.316,-8.484,74.768
1.455,0.006,1.417,-97.595,-96.375,97.351
1.448,-0.104,0.741,43.823,-137.268,124.084
1.431,-0.519,0.106,212.402,-150.757,122.864
1.400,-0.948,-0.420,345.459,-160.889,79.529
1.265,-1.135,-0.782,394.653,-176.758,14.282
0.956,-1.098,-1.112,345.093,-187.683,-35.156
0.607,-0.887,-1.404,225.403,-178.528,-53.894
0.326,-0.576,-1.577,93.384,-149.902,-46.814
0.065,-0.269,-1.622,0.549,-110.840,-29.236
-0.125,-0.133,-1.532,-32.227,-73.181,-19.104
-0.230,-0.139,-1.377,-28.259,-40.344,-16.541
-0.284,-0.242,-1.223,-16.357,-17.822,-13.367
-0.294,-0.388,-1.108,-13.245,-8.789,-6.958
-0.307,-0.532,-1.059,-23.682,-9.033,-0.977
-0.335,-0.637,-1.044,-42.114,-13.184,2.563
-0.349,-0.681,-1.029,-59.082,-14.954,2.502
-0.364,-0.679,-1.003,-67.139,-13.672,-0.244
-0.375,-0.678,-0.954,-65.247,-11.047,-4.150
-0.376,-0.686,-0.899,-56.335,-8.850,-8.057
-0.379,-0.711,-0.844,-41.931,-7.324,-11.536
-0.383,-0.726,-0.820,-26.794,-7.446,-13.733
-0.400,-0.736,-0.818,-12.085,-9.033,-13.123
-0.386,-0.761,-0.844,1.831,-11.719,-11.108
-0.356,-0.810,-0.877,14.771,-14.893,-9.155
-0.336,-0.854,-0.911,23.499,-19.104,-7.568
-0.311,-0.878,-0.951,24.841,-23.987,-7.446
-0.285,-0.887,-0.996,21.362,-27.771,-8.972
-0.257,-0.886,-1.031,15.991,-28.137,-11.536
-0.249,-0.885,-1.036,11.230,-25.330,-15.686
-0.913,-0.242,-1.505,29.236,-72.205,-159.241
-0.964,-0.195,-1.667,40.466,-57.800,-157.959
-0.948,-0.196,-1.784,49.377,-35.583,-156.616
-0.898,-0.169,-1.830,52.246,-10.559,-159.180
-0.872,-0.132,-1.850,49.072,10.376,-161.194
-0.797,-0.066,-1.891,43.884,29.724,-162.964
-0.775,0.014,-1.907,39.429,45.410,-162.781
-0.791,0.047,-1.906,32.593,59.021,-156.433
-0.757,0.048,-1.865,22.095,76.050,-147.766
-0.737,0.019,-1.764,9.277,93.384,-140.442
-0.708,-0.004,-1.633,-6.592,109.497,-134.766
-0.667,-0.011,-1.484,-25.391,124.207,-130.798
-0.589,0.011,-1.310,-45.227,137.756,-128.418
-0.522,0.067,-1.110,-63.232,147.400,-125.122
-0.488,0.138,-0.934,-79.163,151.917,-120.117
-0.422,0.226,-0.785,-91.187,153.564,-113.647
-0.371,0.304,-0.641,-96.436,152.527,-105.530
-0.331,0.392,-0.541,-95.520,151.306,-96.313
-0.260,0.454,-0.457,-87.341,150.452,-88.867
-0.167,0.513,-0.357,-74.463,148.499,-81.482
-0.072,0.582,-0.268,-60.425,142.273,-71.838
0.010,0.669,-0.208,-47.119,131.104,-60.059
0.101,0.764,-0.166,-35.522,115.906,-47.058
0.216,0.855,-0.125,-26.306,98.511,-31.494
0.356,0.947,-0.098,-18.921,79.163,-12.390
0.505,1.013,-0.048,-11.475,55.481,11.108
0.644,1.055,0.028,-5.066,25.696,39.185
0.738,1.071,0.122,-2.197,-11.841,70.190
0.815,1.076,0.203,-2.075,-56.885,102.966
0.940,1.091,0.269,-4.578,-106.079,134.644
1.066,1.090,0.281,-6.287,-162.964,166.199
1.170,1.117,0.250,-4.028,-231.384,198.975
1.266,1.142,0.144,2.258,-297.607,233.826
1.314,1.112,-0.046,15.930,-351.868,271.057
1.320,0.979,-0.313,34.973,-384.338,307.007
1.411,0.730,-0.481,53.162,-390.747,334.595
1.471,0.389,-0.554,55.542,-381.714,356.201
1.393,0.046,-0.619,43.396,-365.662,371.338
1.351,-0.203,-0.750,31.555,-342.102,373.047
1.312,-0.513,-0.923,35.278,-317.017,360.901
1.219,-0.882,-1.219,52.856,-285.217,338.013
1.193,-1.268,-1.484,70.496,-242.187,306.458
1.191,-1.644,-1.575,67.749,-199.219,276.489
1.182,-1.939,-1.583,35.522,-165.527,254.395
1.081,-2.168,-1.593,-9.338,-144.775,234.497
0.974,-2.258,-1.638,-51.025,-131.897,210.144
0.816,-2.329,-1.687,-81.055,-122.070,188.843
0.693,-2.367,-1.792,-95.093,-113.281,167.664
0.560,-2.374,-1.922,-93.811,-100.525,146.301
0.418,-2.344,-1.996,-87.769,-83.496,127.747
0.314,-2.254,-1.989,-80.322,-62.378,108.337
0.234,-2.130,-1.964,-71.411,-44.312,84.045
0.340,-1.943,-2.005,-64.514,-29.724,60.181
0.123,-1.804,-1.761,-57.800,-20.935,46.326
0.037,-1.693,-1.832,-58.228,-13.977,29.724
0.006,-1.484,-1.894,-57.190,-2.441,18.921
-0.085,-1.303,-1.869,-41.565,2.441,17.578
-0.113,-1.226,-1.866,-14.954,7.751,15.808
-0.127,-1.192,-1.866,14.282,11.292,11.475
-0.159,-1.105,-1.921,33.386,13.306,9.094
-0.184,-1.003,-2.033,45.044,18.738,7.507
-0.186,-0.923,-2.119,56.702,25.269,3.418
-0.176,-0.835,-2.184,66.711,31.372,0.244
-0.185,-0.745,-2.269,73.730,38.818,-0.732
-0.175,-0.695,-2.366,78.491,49.622,-1.282
-0.166,-0.691,-2.405,79.407,65.979,-2.075
-0.158,-0.668,-2.404,75.867,85.266,-3.235
-0.152,-0.639,-2.423,71.350,103.394,-7.690
-0.179,-0.631,-2.409,65.857,119.690,-14.893
-0.187,-0.599,-2.366,55.603,137.390,-20.874
-0.169,-0.568,-2.301,45.105,154.968,-27.100
-0.185,-0.560,-2.199,36.194,169.312,-33.508
-0.193,-0.512,-2.094,23.254,181.885,-38.635
-0.198,-0.440,-2.006,9.827,194.275,-42.847
-0.220,-0.373,-1.911,0.122,208.740,-44.739
-0.239,-0.327,-1.774,-6.042,227.051,-44.312
-0.241,-0.295,-1.671,-9.888,248.718,-43.091
-0.229,-0.280,-1.591,-10.254,273.437,-45.166
-0.185,-0.295,-1.416,-9.399,300.842,-50.720
-0.080,-0.280,-1.175,-13.855,328.613,-56.519
0.078,-0.253,-0.865,-20.752,349.609,-63.293
0.179,-0.205,-0.533,-29.236,360.657,-69.275
0.238,-0.155,-0.232,-42.297,359.375,-70.740
0.303,-0.130,0.080,-56.580,345.764,-66.467
0.333,-0.100,0.355,-73.303,321.655,-58.350
