aX,aY,aZ,gX,gY,gZ
1.705,0.745,-0.079,-45.105,-473.694,305.359
1.620,0.493,-0.343,-28.442,-496.765,334.290
1.573,0.117,-0.662,-12.024,-487.976,344.543
1.409,-0.294,-1.044,3.357,-452.881,332.520
1.123,-0.666,-1.465,27.466,-403.320,296.631
0.937,-0.900,-1.643,40.710,-341.858,247.803
0.925,-1.058,-1.618,13.733,-285.095,206.299
0.915,-1.032,-1.615,-49.255,-250.244,184.570
0.895,-0.954,-1.591,-106.201,-233.887,174.011
0.880,-0.957,-1.602,-132.812,-223.938,168.884
0.864,-1.070,-1.688,-136.719,-212.585,170.166
0.787,-1.321,-1.770,-130.310,-198.914,175.598
0.691,-1.638,-1.855,-123.535,-180.603,179.687
0.666,-1.975,-1.935,-116.699,-156.921,176.575
0.652,-2.178,-1.995,-108.276,-130.371,166.077
0.615,-2.360,-1.924,-97.900,-102.966,152.954
0.472,-2.188,-1.792,-85.266,-78.003,137.878
0.501,-2.278,-1.638,-64.758,-67.932,117.676
0.597,-2.273,-1.808,-68.237,-52.246,82.275
0.670,-2.104,-2.112,-77.698,-38.391,45.044
0.679,-1.725,-2.186,-74.890,-33.325,20.081
0.411,-1.357,-2.117,-54.382,-40.588,14.587
0.378,-1.149,-2.165,-31.982,-33.569,9.033
0.440,-1.014,-2.266,-7.263,-19.714,3.906
0.433,-0.838,-2.356,18.677,-6.958,6.470
0.408,-0.691,-2.467,38.635,6.165,14.038
0.454,-0.635,-2.536,53.894,20.386,14.343
0.495,-0.520,-2.600,61.218,32.959,12.939
0.496,-0.380,-2.688,60.486,45.715,13.733
0.526,-0.277,-2.853,57.617,61.829,15.320
0.549,-0.151,-3.005,55.420,81.177,16.907
0.714,0.042,-3.293,60.364,106.934,18.616
0.841,0.063,-3.623,74.219,134.705,22.156
0.804,-0.091,-3.794,82.947,169.800,32.776
0.705,-0.266,-3.722,69.702,219.666,46.021
0.648,-0.386,-3.423,45.166,282.715,50.293
0.620,-0.448,-2.944,22.583,346.619,40.894
0.610,-0.432,-2.419,-1.160,402.527,23.499
0.601,-0.374,-1.895,-28.931,445.984,4.761
0.611,-0.295,-1.372,-60.120,474.976,-10.315
0.580,-0.214,-0.845,-90.027,488.403,-20.935
0.535,-0.138,-0.395,-117.554,488.281,-29.602
0.458,0.013,-0.082,-137.939,482.971,-35.706
0.344,0.154,0.089,-141.357,484.192,-37.476
0.532,0.181,0.307,-131.409,496.521,-41.443
0.781,0.143,0.759,-114.990,503.784,-38.818
0.858,0.064,1.356,-83.435,488.281,-25.635
0.924,-0.091,1.859,-44.983,432.922,-15.747
0.968,-0.253,2.120,-20.691,335.083,-4.333
0.903,-0.402,2.141,-22.949,207.947,21.667
0.836,-0.574,1.953,-48.584,81.787,54.382
0.868,-0.620,1.640,-72.083,-11.780,78.857
0.829,-0.654,1.237,-67.078,-69.519,92.773
0.885,-0.730,0.739,-30.945,-92.651,87.769
1.002,-0.714,0.324,33.203,-88.196,69.458
1.010,-0.722,0.043,114.136,-84.412,50.598
0.939,-0.752,-0.259,178.101,-89.111,30.823
0.873,-0.795,-0.558,207.825,-93.323,13.000
0.707,-0.762,-0.785,202.332,-93.506,0.549
0.515,-0.641,-0.934,171.875,-87.891,-6.958
0.399,-0.505,-0.974,134.827,-78.979,-14.038
0.296,-0.411,-0.943,100.647,-76.599,-19.470
0.226,-0.357,-0.889,71.960,-82.153,-22.339
0.141,-0.304,-0.892,48.096,-91.797,-23.071
0.014,-0.225,-1.002,30.579,-98.145,-21.545
-0.080,-0.196,-1.175,19.653,-89.294,-19.531
-0.102,-0.235,-1.318,14.648,-64.697,-18.738
-0.113,-0.273,-1.360,11.841,-39.734,-21.606
-0.175,-0.268,-1.312,5.798,-22.583,-27.344
-0.208,-0.257,-1.206,-4.211,-11.597,-33.020
-0.261,-0.241,-1.128,-19.348,-7.996,-35.339
-0.303,-0.231,-1.105,-36.865,-8.850,-34.241
-0.333,-0.240,-1.103,-50.659,-10.376,-31.067
-0.353,-0.271,-1.116,-59.143,-10.803,-25.452
-0.380,-0.319,-1.140,-61.646,-10.254,-19.958
-0.350,-0.353,-1.184,-56.824,-4.883,-16.052
-0.349,-0.410,-1.162,-46.936,1.770,-12.390
-0.322,-0.487,-1.129,-36.133,7.507,-9.583
-0.270,-0.594,-1.094,-25.452,12.512,-10.010
-0.249,-0.675,-1.060,-17.822,15.930,-14.038
-0.233,-0.707,-1.018,-14.648,18.433,-20.569
-0.192,-0.717,-0.968,-16.296,19.287,-26.611
-0.139,-0.748,-0.932,-19.836,17.944,-30.518
-0.103,-0.777,-0.926,-23.132,15.076,-33.936
-0.081,-0.764,-0.914,-25.635,12.024,-38.940
-0.064,-0.748,-0.885,-28.381,10.925,-44.067
-0.066,-0.748,-0.852,-33.508,10.986,-47.180
-0.121,-0.773,-0.802,-37.659,9.094,-48.340
-0.181,-0.779,-0.766,-40.771,6.348,-49.683
-0.212,-0.777,-0.742,-42.297,5.493,-53.345
-0.200,-0.802,-0.737,-41.504,6.531,-58.044
-1.020,0.240,-1.377,17.822,-13.672,-171.631
-1.006,0.310,-1.451,0.732,-10.132,-165.100
-1.002,0.369,-1.503,-10.742,-2.563,-159.058
-0.982,0.401,-1.505,-17.395,8.606,-152.344
-0.963,0.411,-1.453,-20.996,21.973,-144.714
-0.945,0.410,-1.379,-22.888,36.072,-136.780
-0.931,0.399,-1.280,-26.245,48.767,-129.150
-0.893,0.394,-1.168,-32.959,60.242,-121.704
-0.850,0.408,-1.044,-42.297,69.763,-113.403
-0.807,0.438,-0.934,-51.575,76.416,-104.553
-0.756,0.467,-0.838,-58.655,80.872,-95.032
-0.701,0.496,-0.745,-62.012,83.679,-84.106
-0.635,0.509,-0.646,-63.538,84.900,-71.960
-0.554,0.518,-0.559,-65.002,83.496,-58.594
-0.485,0.513,-0.507,-66.162,78.979,-44.312
-0.411,0.490,-0.469,-65.125,73.975,-30.029
-0.304,0.450,-0.421,-65.002,70.313,-15.991
-0.178,0.454,-0.395,-68.665,67.139,-2.197
-0.021,0.482,-0.360,-72.205,62.866,10.010
0.098,0.516,-0.292,-71.350,54.932,22.522
0.230,0.578,-0.235,-68.787,44.922,35.767
0.384,0.672,-0.190,-64.514,31.677,48.950
0.561,0.770,-0.120,-54.688,13.733,63.721
0.748,0.842,-0.030,-42.419,-7.446,82.092
0.912,0.876,0.072,-28.870,-34.668,104.919
1.093,0.870,0.168,-15.320,-70.496,130.615
1.262,0.840,0.254,-4.333,-120.667,159.363
1.411,0.785,0.311,1.160,-184.265,190.796
1.506,0.714,0.305,0.488,-254.089,223.267
1.583,0.653,0.241,-4.028,-322.510,250.488
1.697,0.604,0.156,-6.836,-378.052,270.813
1.792,0.448,0.066,-4.700,-420.044,287.537
1.735,0.089,-0.369,-2.441,-440.674,301.331
1.577,-0.298,-0.866,1.831,-415.588,297.852
1.306,-0.584,-1.170,12.695,-357.117,273.682
1.123,-0.765,-1.176,18.860,-291.016,248.230
1.087,-0.928,-1.070,13.489,-230.164,231.018
0.972,-1.033,-1.059,3.906,-190.979,215.759
0.895,-1.062,-1.089,-4.944,-175.720,195.068
0.843,-1.082,-1.137,-25.818,-179.138,179.260
0.769,-1.144,-1.303,-65.857,-189.575,180.054
0.603,-1.281,-1.555,-102.173,-197.327,187.378
0.336,-1.477,-1.845,-119.690,-193.726,186.646
0.193,-1.707,-2.089,-122.925,-172.363,177.734
0.093,-1.954,-2.237,-117.981,-135.315,168.091
0.072,-2.187,-2.166,-106.506,-91.003,156.006
0.128,-2.331,-1.991,-95.337,-49.988,139.160
0.185,-2.385,-1.813,-83.435,-22.522,118.469
0.266,-2.287,-1.755,-69.702,-12.634,97.046
0.114,-2.246,-1.470,-54.016,-18.860,82.886
0.053,-2.165,-1.684,-52.673,-26.672,56.702
0.026,-1.942,-1.865,-55.115,-25.269,34.363
-0.034,-1.639,-1.952,-46.143,-25.024,22.095
-0.058,-1.352,-1.977,-24.658,-21.240,12.512
-0.047,-1.189,-1.992,4.700,-19.409,3.601
-0.039,-1.047,-2.066,31.189,-17.212,1.526
-0.066,-0.921,-2.182,54.260,-10.620,4.639
-0.032,-0.817,-2.265,76.477,1.831,4.395
0.056,-0.700,-2.313,95.825,13.916,-0.183
0.108,-0.549,-2.374,109.619,20.325,-3.296
0.115,-0.394,-2.471,114.990,23.682,-2.930
0.103,-0.260,-2.598,115.295,28.992,-0.244
0.083,-0.153,-2.740,114.990,39.185,4.211
0.075,-0.069,-2.843,116.150,55.420,9.521
0.091,-0.015,-2.901,117.493,75.500,15.869
0.108,-0.010,-2.913,116.150,94.971,22.949
0.098,-0.032,-2.891,107.300,114.014,29.602
0.132,-0.041,-2.920,90.942,134.888,34.119
0.094,-0.057,-2.854,71.960,157.654,36.011
0.041,-0.116,-2.758,56.946,188.110,36.743
0.004,-0.168,-2.554,40.344,226.929,36.316
-0.014,-0.168,-2.322,20.935,268.921,33.142
-0.002,-0.162,-2.063,6.165,310.486,25.696
-0.017,-0.138,-1.750,-4.028,348.572,17.456
-0.001,-0.093,-1.402,-12.817,380.737,9.888
0.116,-0.017,-0.987,-24.902,406.616,3.113
0.219,0.079,-0.595,-42.480,420.593,2.563
0.157,0.163,-0.296,-59.570,422.485,12.329
0.125,0.231,-0.100,-65.796,425.354,26.245
0.255,0.215,0.123,-49.988,435.974,37.903
0.490,0.079,0.421,-15.686,443.237,45.715
0.721,-0.140,0.789,18.250,431.885,54.077
0.919,-0.360,1.106,34.119,390.564,62.195
1.000,-0.563,1.331,26.306,316.284,69.641
1.055,-0.672,1.376,-5.615,225.647,75.806
1.076,-0.691,1.329,-32.227,140.381,80.322
1.138,-0.783,1.232,-32.532,69.397,84.656
1.211,-0.880,1.032,-15.259,13.245,87.646
1.266,-1.013,0.707,14.526,-24.109,87.280
1.319,-1.156,0.421,61.523,-48.950,75.073
1.223,-1.130,0.099,112.488,-73.669,49.927
1.027,-1.044,-0.219,155.884,-92.773,21.423
0.850,-0.934,-0.493,182.312,-102.295,-7.446
0.660,-0.759,-0.721,184.082,-103.699,-32.532
0.454,-0.560,-0.868,162.415,-98.755,-48.828
0.232,-0.363,-0.979,123.962,-87.769,-53.284
0.032,-0.200,-1.103,81.177,-71.289,-49.805
-0.086,-0.103,-1.215,45.715,-51.819,-43.945
-0.220,-0.044,-1.272,19.348,-34.912,-38.269
-0.334,-0.004,-1.272,0.305,-20.874,-34.302
-0.391,-0.013,-1.228,-15.442,-9.766,-31.189
-0.432,-0.046,-1.204,-33.142,-3.967,-26.489
-0.457,-0.058,-1.202,-50.598,-1.221,-22.278
-0.472,-0.068,-1.186,-63.599,2.014,-18.494
-0.504,-0.113,-1.152,-70.313,6.287,-12.146
-0.547,-0.181,-1.110,-71.350,11.230,-5.676
-0.545,-0.289,-1.027,-68.665,17.761,-1.831
-0.528,-0.395,-0.922,-65.186,22.766,0.610
-0.512,-0.469,-0.841,-61.401,22.400,0.183
-0.504,-0.521,-0.789,-56.030,17.273,-2.747
-0.505,-0.537,-0.796,-49.011,9.949,-6.104
-0.475,-0.544,-0.814,-37.476,3.845,-10.315
-0.438,-0.554,-0.834,-25.269,-1.892,-12.573
-0.400,-0.571,-0.850,-14.648,-7.202,-13.245
-0.353,-0.597,-0.868,-8.057,-12.878,-13.733
-0.348,-0.631,-0.891,-5.371,-19.348,-14.343
-0.356,-0.657,-0.918,-7.385,-25.452,-15.625
-0.374,-0.665,-0.956,-12.634,-29.358,-16.724
-0.379,-0.696,-0.953,-17.761,-29.724,-18.555
-0.845,-0.155,-1.615,32.349,-6.592,-125.183
-0.767,-0.136,-1.650,24.048,7.202,-125.671
-0.813,-0.131,-1.658,15.625,17.639,-121.704
-0.825,-0.102,-1.707,11.169,28.931,-117.859
-0.782,-0.125,-1.661,15.381,44.495,-116.699
-0.788,-0.112,-1.618,14.160,57.983,-116.211
-0.805,-0.089,-1.549,8.362,70.068,-116.760
-0.797,-0.071,-1.439,-0.305,81.604,-116.943
-0.790,-0.044,-1.319,-10.925,91.248,-115.479
-0.773,0.007,-1.244,-22.156,99.426,-113.403
-0.700,0.078,-1.168,-28.625,109.070,-112.976
-0.665,0.154,-1.089,-28.809,118.408,-111.084
-0.642,0.217,-1.011,-23.987,126.526,-106.567
-0.580,0.256,-0.911,-16.541,135.254,-99.976
-0.474,0.270,-0.773,-10.193,142.090,-91.797
-0.391,0.276,-0.641,-10.498,141.663,-80.444
-0.315,0.296,-0.535,-18.921,133.545,-65.979
-0.223,0.332,-0.446,-34.424,122.620,-50.354
-0.126,0.392,-0.365,-51.392,112.305,-34.363
-0.008,0.468,-0.294,-61.768,101.013,-18.738
0.110,0.552,-0.237,-62.866,88.013,-3.784
0.241,0.630,-0.195,-54.382,74.890,10.071
0.381,0.710,-0.137,-38.879,61.523,23.682
0.534,0.800,-0.072,-21.851,45.715,38.025
0.676,0.852,-0.024,-5.127,24.048,55.542
0.791,0.863,0.016,8.118,-3.723,78.674
0.892,0.862,0.041,13.733,-34.668,103.760
0.989,0.849,0.072,13.306,-66.528,127.991
1.074,0.810,0.114,11.414,-100.769,151.550
1.138,0.772,0.148,7.690,-139.709,174.988
1.169,0.749,0.187,2.869,-182.495,197.632
1.208,0.729,0.198,1.587,-225.891,218.689
1.262,0.674,0.166,4.639,-268.433,239.258
1.285,0.608,0.083,10.010,-307.129,258.179
1.262,0.541,-0.018,16.113,-336.182,277.649
1.264,0.397,-0.192,23.132,-352.112,299.316
1.212,0.166,-0.385,33.203,-355.774,320.129
1.184,-0.205,-0.647,40.588,-341.125,326.660
1.039,-0.626,-1.026,42.847,-309.753,312.683
0.896,-0.914,-1.347,37.537,-269.775,277.527
0.751,-1.070,-1.484,21.301,-225.159,234.436
0.688,-1.116,-1.545,-4.944,-184.937,202.942
0.657,-1.141,-1.542,-36.621,-155.396,190.186
0.602,-1.244,-1.594,-59.021,-143.250,190.613
0.590,-1.472,-1.713,-65.002,-142.090,195.923
0.577,-1.782,-1.906,-58.838,-144.897,201.111
0.499,-2.122,-2.106,-47.119,-144.226,199.036
0.396,-2.437,-2.300,-35.645,-136.658,186.890
0.328,-2.633,-2.422,-31.006,-120.728,165.588
0.265,-2.710,-2.416,-33.997,-98.083,138.977
0.149,-2.575,-2.360,-38.147,-72.021,109.436
0.182,-2.511,-2.130,-32.715,-51.025,80.627
0.110,-2.348,-2.169,-33.325,-32.715,49.072
0.084,-2.087,-2.159,-35.706,-11.597,19.592
0.032,-1.767,-2.056,-32.227,-3.174,-2.563
-0.081,-1.445,-1.937,-23.010,-2.502,-16.418
-0.166,-1.168,-1.899,-7.996,-5.127,-25.940
-0.220,-0.901,-1.989,9.705,-5.066,-31.677
-0.253,-0.687,-2.156,32.593,-2.075,-34.668
-0.264,-0.545,-2.287,56.152,6.287,-36.011
-0.261,-0.421,-2.353,72.205,19.653,-34.241
-0.258,-0.310,-2.392,81.299,34.851,-31.433
-0.254,-0.232,-2.417,86.853,50.720,-28.442
-0.236,-0.172,-2.439,88.318,68.115,-25.208
-0.280,-0.107,-2.502,87.830,85.327,-21.667
-0.316,0.003,-2.614,87.402,102.051,-19.775
-0.365,0.085,-2.697,87.952,118.225,-17.700
-0.392,0.146,-2.742,84.534,136.658,-10.498
-0.387,0.184,-2.749,77.393,159.851,-0.793
-0.395,0.186,-2.731,71.533,186.340,9.094
-0.374,0.150,-2.629,67.505,216.248,17.883
-0.348,0.153,-2.477,60.913,248.291,26.917
-0.349,0.135,-2.293,53.711,277.283,34.912
-0.311,0.085,-2.064,43.396,303.711,40.344
-0.241,0.075,-1.841,24.170,329.224,44.067
-0.142,0.123,-1.610,1.038,351.318,44.617
-0.040,0.168,-1.323,-19.958,368.652,44.617
0.064,0.187,-0.971,-39.246,381.653,48.950
0.129,0.185,-0.598,-53.589,390.015,59.875
0.232,0.140,-0.273,-62.073,393.311,71.106
0.374,0.066,0.021,-66.650,393.921,79.651
0.494,-0.008,0.275,-71.228,388.550,89.294
0.620,-0.105,0.518,-76.965,372.620,99.609
0.741,-0.231,0.697,-84.229,344.055,109.680
0.913,-0.431,0.894,-88.318,305.176,117.615
1.035,-0.646,1.072,-88.257,252.014,120.544
1.039,-0.823,1.154,-86.609,184.570,117.249
1.074,-1.001,1.135,-76.599,114.197,106.750
1.114,-1.119,0.992,-52.856,51.208,91.980
1.138,-1.184,0.712,-11.108,-1.221,80.322
1.133,-1.248,0.343,43.579,-43.274,63.782
1.090,-1.257,-0.132,97.473,-71.411,36.865
1.022,-1.189,-0.526,141.907,-78.430,6.470
0.890,-1.064,-0.727,167.419,-71.045,-22.644
0.681,-0.885,-0.778,167.969,-60.852,-43.213
0.491,-0.671,-0.761,147.827,-54.382,-56.030
0.286,-0.461,-0.736,119.690,-57.373,-62.317
0.111,-0.268,-0.722,96.008,-67.749,-65.125
-0.057,-0.120,-0.728,80.200,-79.590,-63.049
-0.240,0.015,-0.807,68.176,-86.121,-55.725
-0.356,0.126,-0.946,58.838,-81.482,-46.692
-0.420,0.135,-1.053,51.208,-66.833,-37.109
-0.446,0.079,-1.104,36.804,-50.598,-27.893
-0.459,0.014,-1.124,13.977,-37.231,-20.325
-0.486,-0.036,-1.136,-10.132,-26.733,-15.747
-0.518,-0.059,-1.127,-29.480,-18.555,-14.343
-0.529,-0.089,-1.083,-40.405,-9.277,-12.817
-0.513,-0.142,-1.009,-43.823,-1.587,-9.583
-0.500,-0.217,-0.948,-42.542,2.014,-5.920
-0.486,-0.267,-0.921,-40.466,0.732,-3.784
-0.493,-0.311,-0.914,-38.635,-2.197,-1.404
-0.485,-0.374,-0.892,-36.377,-5.127,1.160
-0.467,-0.430,-0.854,-34.668,-8.972,1.770
-0.454,-0.466,-0.810,-32.837,-15.747,1.221
-0.446,-0.492,-0.790,-30.151,-23.010,0.977
-0.434,-0.502,-0.799,-26.794,-29.785,1.038
-0.418,-0.516,-0.824,-21.912,-34.729,0.244
-0.362,-0.539,-0.837,-15.991,-36.865,-2.258
-0.295,-0.570,-0.840,-10.376,-36.743,-5.127
-0.730,-0.371,-1.433,41.626,-32.043,-150.146
-0.724,-0.289,-1.471,35.583,-20.386,-151.123
-0.702,-0.224,-1.511,28.564,-9.766,-150.818
-0.684,-0.165,-1.576,24.963,1.221,-150.757
-0.685,-0.103,-1.623,24.597,14.526,-151.123
-0.681,-0.056,-1.624,20.752,30.334,-149.597
-0.683,-0.037,-1.591,12.512,47.302,-146.179
-0.690,-0.018,-1.526,2.625,64.270,-143.555
-0.678,0.003,-1.420,-8.728,80.017,-142.151
-0.659,0.025,-1.282,-23.560,91.919,-139.160
-0.647,0.047,-1.161,-41.748,101.257,-134.216
-0.596,0.114,-1.040,-60.425,110.107,-130.127
-0.555,0.180,-0.890,-77.637,116.638,-126.404
-0.512,0.265,-0.745,-93.689,121.094,-119.690
-0.476,0.363,-0.667,-104.004,122.375,-109.985
-0.421,0.427,-0.604,-100.464,120.483,-98.511
-0.341,0.450,-0.541,-85.815,117.432,-85.876
-0.279,0.430,-0.490,-65.735,112.061,-71.655
-0.200,0.393,-0.438,-47.424,104.492,-57.251
-0.120,0.363,-0.383,-37.781,93.933,-43.335
-0.050,0.362,-0.335,-37.903,80.505,-29.358
0.081,0.450,-0.274,-45.715,66.528,-14.832
0.227,0.543,-0.224,-55.054,51.392,-0.793
0.332,0.671,-0.168,-60.608,32.471,17.151
0.454,0.788,-0.102,-60.669,10.254,38.574
0.578,0.847,-0.040,-55.054,-14.709,64.026
0.678,0.841,-0.003,-46.631,-44.556,94.116
0.802,0.815,-0.007,-40.710,-78.064,125.916
0.924,0.805,-0.019,-35.400,-113.342,157.227
1.023,0.785,-0.037,-26.855,-149.597,186.523
1.069,0.753,-0.053,-13.428,-186.401,214.294
1.103,0.689,-0.076,2.258,-219.910,238.831
1.148,0.649,-0.149,14.160,-245.056,258.301
1.187,0.551,-0.270,25.757,-264.282,273.132
1.169,0.395,-0.440,37.354,-274.353,282.104
1.173,0.200,-0.623,43.518,-265.808,285.217
1.146,-0.059,-0.780,47.058,-244.019,283.875
1.037,-0.287,-0.883,45.837,-217.712,277.710
0.963,-0.441,-0.934,36.499,-188.965,267.456
0.904,-0.554,-0.946,23.865,-163.940,255.615
0.845,-0.695,-0.925,8.240,-148.682,248.047
0.693,-0.766,-0.954,-11.658,-143.127,248.230
0.702,-0.939,-1.013,-31.738,-144.836,249.329
0.703,-1.224,-1.130,-46.875,-148.743,251.892
0.636,-1.643,-1.309,-57.983,-152.344,253.235
0.545,-2.009,-1.517,-67.322,-148.254,246.521
0.460,-2.366,-1.639,-72.083,-135.376,229.736
0.392,-2.581,-1.690,-74.768,-114.624,203.125
0.328,-2.606,-1.706,-72.266,-88.440,173.401
0.637,-2.516,-1.780,-58.838,-65.430,144.714
0.196,-2.348,-1.390,-30.029,-54.688,131.958
0.128,-2.472,-1.672,-15.015,-48.706,104.980
0.343,-2.337,-1.787,-15.320,-26.855,68.359
0.145,-2.073,-1.731,-12.024,-30.884,53.467
0.013,-1.859,-1.709,-15.015,-33.325,46.753
0.018,-1.737,-1.744,-11.169,-28.992,31.860
-0.011,-1.577,-1.783,-0.183,-27.710,16.846
-0.085,-1.379,-1.879,12.329,-23.376,10.071
-0.105,-1.259,-1.962,28.687,-9.827,8.362
-0.085,-1.221,-1.998,49.561,5.432,3.784
-0.084,-1.157,-2.024,67.200,19.531,-2.258
-0.094,-1.069,-2.048,76.172,32.166,-7.324
-0.104,-0.984,-2.063,78.857,43.884,-12.207
-0.095,-0.888,-2.073,77.881,54.871,-17.151
-0.091,-0.777,-2.093,76.477,65.796,-21.790
-0.108,-0.690,-2.102,76.233,75.928,-25.391
-0.134,-0.637,-2.086,73.975,85.876,-26.978
-0.150,-0.599,-2.067,68.970,96.680,-27.344
-0.176,-0.565,-2.042,62.317,107.178,-28.503
-0.193,-0.483,-2.066,54.871,116.577,-30.029
-0.199,-0.383,-2.151,54.321,124.695,-31.372
-0.218,-0.309,-2.250,61.340,132.874,-30.273
-0.251,-0.260,-2.351,67.505,144.531,-24.048
-0.260,-0.234,-2.458,69.946,162.964,-15.442
-0.286,-0.236,-2.538,71.960,188.904,-8.789
-0.290,-0.258,-2.484,73.669,221.191,-4.761
-0.282,-0.240,-2.340,68.909,255.615,-1.648
-0.260,-0.212,-2.194,61.279,287.170,0.061
-0.213,-0.203,-1.984,54.138,313.721,-2.075
-0.136,-0.157,-1.721,38.696,335.937,-4.333
-0.062,-0.082,-1.454,13.550,352.600,-5.676
-0.009,0.015,-1.194,-16.052,363.708,-5.615
0.070,0.154,-0.937,-45.959,374.451,-2.747
0.184,0.258,-0.653,-63.599,388.306,4.883
0.321,0.282,-0.353,-65.796,402.771,17.151
0.545,0.236,0.012,-56.335,414.612,31.311
0.793,0.049,0.431,-37.048,416.809,44.556
0.950,-0.219,0.836,-18.433,391.235,53.955
1.011,-0.392,1.080,-22.766,336.243,59.509
1.053,-0.441,1.185,-47.363,265.869,65.308
1.196,-0.513,1.242,-71.716,197.693,77.148
1.337,-0.708,1.292,-85.754,133.240,92.346
1.379,-0.889,1.253,-84.106,69.031,99.365
1.348,-1.039,1.073,-52.185,8.545,89.478
1.298,-1.082,0.709,10.742,-42.786,61.890
1.173,-1.065,0.204,92.834,-80.872,25.330
1.034,-1.021,-0.301,168.274,-99.731,-11.780
0.832,-0.930,-0.706,207.947,-100.098,-38.757
0.622,-0.796,-0.924,204.163,-89.050,-55.847
0.424,-0.627,-0.998,164.429,-74.829,-62.134
0.222,-0.449,-1.008,110.779,-65.063,-59.387
0.015,-0.306,-1.005,65.186,-60.486,-52.795
-0.134,-0.204,-0.995,35.217,-57.739,-46.448
-0.260,-0.147,-0.968,20.142,-55.176,-40.833
-0.353,-0.124,-0.946,13.062,-51.514,-35.095
-0.407,-0.121,-0.935,8.789,-47.241,-28.687
-0.466,-0.125,-0.971,4.639,-40.771,-22.156
-0.504,-0.146,-1.002,1.648,-31.189,-17.883
-0.511,-0.184,-1.011,-2.075,-19.043,-15.198
-0.537,-0.251,-0.993,-10.437,-9.094,-13.489
-0.568,-0.300,-0.959,-25.574,-2.991,-12.024
-0.606,-0.304,-0.923,-43.701,0.549,-10.864
-0.630,-0.307,-0.880,-56.458,2.258,-9.277
-0.637,-0.324,-0.844,-60.669,2.075,-7.080
-0.612,-0.350,-0.831,-57.861,0.000,-4.761
-0.580,-0.390,-0.854,-49.927,-3.235,-2.930
-0.542,-0.420,-0.904,-38.452,-5.493,-1.221
-0.489,-0.463,-0.938,-24.902,-5.371,0.366
-0.470,-0.524,-0.969,-13.123,-5.188,1.892
-0.812,-0.318,-1.502,-10.803,-106.506,-139.832
-0.817,-0.238,-1.668,-7.446,-89.417,-142.578
-0.820,-0.180,-1.786,-0.732,-65.735,-143.555
-0.822,-0.173,-1.844,5.859,-38.025,-140.015
-0.818,-0.183,-1.847,10.620,-9.521,-135.071
-0.796,-0.207,-1.784,12.817,15.991,-132.507
-0.776,-0.225,-1.707,8.240,36.194,-132.812
-0.748,-0.204,-1.654,-2.136,50.903,-135.376
-0.696,-0.162,-1.592,-17.395,65.002,-137.390
-0.649,-0.130,-1.493,-36.621,79.590,-135.681
-0.573,-0.097,-1.359,-54.199,92.712,-132.324
-0.513,-0.055,-1.212,-72.205,101.135,-128.662
-0.470,-0.001,-1.068,-88.867,106.079,-124.756
-0.412,0.051,-0.927,-103.821,109.558,-119.934
-0.336,0.151,-0.783,-119.385,111.877,-113.525
-0.240,0.260,-0.661,-133.484,111.816,-107.178
-0.170,0.349,-0.550,-140.198,108.154,-99.487
-0.097,0.398,-0.463,-139.587,101.868,-88.379
0.010,0.432,-0.404,-135.254,95.337,-75.195
0.125,0.476,-0.361,-127.930,86.670,-61.707
0.230,0.539,-0.329,-118.347,74.341,-48.584
0.336,0.619,-0.300,-110.718,60.425,-35.156
0.431,0.706,-0.247,-107.605,46.143,-19.653
0.499,0.798,-0.183,-108.643,31.555,-0.732
0.551,0.877,-0.094,-108.826,17.395,21.851
0.596,0.952,-0.063,-104.187,3.967,46.387
0.658,1.008,0.013,-86.426,-14.832,70.496
0.733,1.000,0.091,-55.847,-41.504,94.116
0.786,0.988,0.092,-23.193,-75.378,120.239
0.838,0.965,0.071,9.888,-116.638,147.705
0.885,0.915,0.047,40.710,-160.095,176.331
0.960,0.840,-0.008,61.523,-203.552,206.726
1.024,0.708,-0.101,68.726,-243.652,235.840
1.095,0.510,-0.195,61.646,-275.391,259.277
1.190,0.238,-0.354,42.603,-292.786,276.672
1.111,-0.002,-0.564,17.456,-293.457,288.330
1.005,-0.182,-0.764,0.916,-275.391,290.771
0.889,-0.371,-0.939,2.319,-242.737,283.508
0.765,-0.537,-1.088,14.221,-200.806,269.287
0.730,-0.694,-1.201,26.733,-153.564,252.441
0.654,-0.863,-1.253,36.865,-112.854,240.295
0.579,-1.041,-1.271,38.635,-83.984,233.215
0.559,-1.265,-1.243,28.259,-68.726,228.760
0.554,-1.524,-1.227,6.226,-67.505,226.685
0.569,-1.773,-1.253,-23.560,-77.148,220.276
0.595,-1.969,-1.358,-51.208,-90.759,209.839
0.521,-2.170,-1.433,-73.792,-103.455,197.876
0.426,-2.255,-1.561,-92.224,-108.704,183.655
0.311,-2.302,-1.697,-96.558,-99.304,166.260
0.185,-2.270,-1.818,-85.510,-81.787,146.057
0.153,-2.234,-1.841,-62.805,-60.547,126.343
0.004,-2.112,-1.710,-34.058,-43.030,112.732
-0.036,-2.291,-1.846,-17.029,-34.119,91.431
0.208,-2.173,-2.002,-18.250,-12.939,60.364
-0.027,-1.958,-2.004,-12.878,-13.062,49.866
-0.100,-1.799,-2.006,-6.958,-10.620,41.748
-0.100,-1.676,-2.016,6.287,-4.028,27.771
-0.157,-1.486,-2.060,26.306,-0.732,17.395
